User_ID,Age,Gender,Location,Education,Occupation,Primary_App,Secondary_Apps,Usage_Frequency,Daily_Usage_Time,Reason_for_Using,Satisfaction,Challenges,Desired_Features,Preferred_Communication,Partner_Priorities,Partner_Priorities 2,Partner_Priorities 3
319,24,Male,Pune,Postgraduate,Freelancer,Hinge,Hinge,Weekly,02.00.00,Casual Dating,1,Lack of Genuine Matches,Detailed Profiles,Video Calls,Values , Personality , Appearance
320,20,Female,Kolkata,Postgraduate,Freelancer,Bumble,Hinge,Weekly,02.00.00,Finding a Partner,1,None,Video Calls,Text,Personality , Interests , Values
321,19,Female,Mumbai,Undergraduate,Full-time Job,OkCupid,Bumble,Daily,02.00.00,Casual Dating,5,Safety Concerns,Video Calls,Video Calls,Appearance , Interests , Personality
322,20,Female,Chennai,Postgraduate,Part-time Job,NA,Tinder,Daily,01.30.00,Casual Dating,2,None,Location-Based Matching,Voice Notes,Values , Personality , Appearance
323,25,Female,Delhi,Undergraduate,Part-time Job,NA,Bumble,Daily,00.30.00,Casual Dating,3,None,Detailed Profiles,Voice Notes,Appearance , Interests , Personality
324,22,Others,Pune,Postgraduate,Freelancer,Hinge,Bumble,Weekly,00.30.00,Finding a Partner,3,Time-Wasting,Location-Based Matching,Video Calls,Personality , Interests , Values
325,20,Female,Bangalore,Postgraduate,Full-time Job,Bumble,Bumble,Weekly,03.00.00,Casual Dating,4,Safety Concerns,Location-Based Matching,Video Calls,Appearance , Interests , Personality
326,20,Female,Bangalore,Undergraduate,Part-time Job,OkCupid,None,Daily,01.30.00,Casual Fun,5,Time-Wasting,Video Calls,Text,Appearance , Interests , Personality
327,19,Female,Kolkata,Graduate,Part-time Job,Hinge,None,Monthly,1.00.00,Finding a Partner,4,None,Video Calls,Text,Personality , Interests , Values
328,22,Male,Pune,Postgraduate,Student,Tinder,Tinder,Monthly,02.00.00,Casual Dating,2,Safety Concerns,Location-Based Matching,Voice Notes,Personality , Interests , Values
329,21,Female,Kolkata,Postgraduate,Freelancer,NA,OkCupid,Monthly,1.00.00,Finding a Partner,5,Safety Concerns,Location-Based Matching,Voice Notes,Personality , Interests , Values
330,25,Others,Pune,Graduate,Intern,Hinge,Hinge,Weekly,02.00.00,Finding a Partner,2,Lack of Genuine Matches,Video Calls,Voice Notes,Values , Personality , Appearance
331,25,Female,Bangalore,Postgraduate,Freelancer,OkCupid,None,Monthly,03.00.00,Casual Fun,5,None,Audio Calls,Text,Appearance , Interests , Personality
332,25,Male,Chennai,Graduate,Full-time Job,Tinder,None,Monthly,00.30.00,Finding a Partner,5,None,Detailed Profiles,Voice Notes,Personality , Interests , Values
333,24,Others,Delhi,Graduate,Intern,Tinder,OkCupid,Weekly,00.30.00,Social Interaction,5,Safety Concerns,AI Recommendations,Voice Notes,Values , Personality , Appearance
334,20,Female,Delhi,Postgraduate,Intern,NA,None,Daily,01.30.00,Casual Dating,1,Time-Wasting,AI Recommendations,Text,Appearance , Interests , Personality
335,20,Female,Hyderabad,Graduate,Full-time Job,Hinge,Hinge,Monthly,01.30.00,Casual Dating,4,Time-Wasting,Detailed Profiles,Video Calls,Appearance , Interests , Personality
336,20,Others,Hyderabad,Undergraduate,Student,Tinder,Tinder,Weekly,03.00.00,Casual Dating,2,Safety Concerns,Detailed Profiles,Voice Notes,Personality , Interests , Values
337,24,Male,Kolkata,Graduate,Student,Hinge,Bumble,Monthly,02.00.00,Casual Dating,1,Lack of Genuine Matches,Video Calls,Voice Notes,Appearance , Interests , Personality
338,23,Others,Delhi,Undergraduate,Freelancer,Hinge,OkCupid,Daily,03.00.00,Social Interaction,4,None,Location-Based Matching,Voice Notes,Values , Personality , Appearance
339,24,Others,Pune,Postgraduate,Part-time Job,Hinge,None,Monthly,03.00.00,Casual Dating,3,Safety Concerns,Location-Based Matching,Video Calls,Appearance , Interests , Personality
340,21,Others,Delhi,Postgraduate,Student,NA,Bumble,Monthly,02.00.00,Finding a Partner,4,Time-Wasting,Video Calls,Video Calls,Values , Personality , Appearance
341,19,Others,Kolkata,Undergraduate,Freelancer,Hinge,Tinder,Weekly,01.30.00,Social Interaction,1,Lack of Genuine Matches,Location-Based Matching,Text,Personality , Interests , Values
342,23,Others,Hyderabad,Graduate,Part-time Job,NA,Hinge,Daily,01.30.00,Finding a Partner,1,Safety Concerns,Detailed Profiles,Text,Values , Personality , Appearance
343,18,Female,Mumbai,Postgraduate,Freelancer,OkCupid,Bumble,Daily,02.00.00,Casual Dating,4,None,Video Calls,Video Calls,Personality , Interests , Values
344,20,Male,Bangalore,Graduate,Student,Hinge,Hinge,Daily,03.00.00,Finding a Partner,2,Lack of Genuine Matches,Audio Calls,Voice Notes,Personality , Interests , Values
345,25,Female,Pune,Postgraduate,Freelancer,Hinge,Bumble,Monthly,02.00.00,Casual Fun,1,Lack of Genuine Matches,Audio Calls,Video Calls,Personality , Interests , Values
346,24,Male,Pune,Postgraduate,Intern,OkCupid,None,Daily,1.00.00,Social Interaction,3,Safety Concerns,Location-Based Matching,Video Calls,Appearance , Interests , Personality
347,22,Female,Pune,Undergraduate,Full-time Job,Bumble,Bumble,Daily,1.00.00,Casual Fun,5,Time-Wasting,AI Recommendations,Video Calls,Values , Personality , Appearance
348,22,Female,Pune,Graduate,Full-time Job,NA,OkCupid,Monthly,02.00.00,Casual Fun,5,Lack of Genuine Matches,Detailed Profiles,Video Calls,Values , Personality , Appearance
349,18,Male,Delhi,Undergraduate,Intern,Bumble,Hinge,Monthly,01.30.00,Social Interaction,3,Time-Wasting,Audio Calls,Voice Notes,Appearance , Interests , Personality
350,21,Male,Mumbai,Graduate,Intern,NA,Bumble,Weekly,01.30.00,Social Interaction,4,Safety Concerns,Video Calls,Video Calls,Values , Personality , Appearance
351,20,Male,Kolkata,Undergraduate,Freelancer,Hinge,None,Monthly,00.30.00,Casual Fun,5,Time-Wasting,Audio Calls,Text,Appearance , Interests , Personality
352,23,Male,Mumbai,Postgraduate,Freelancer,Tinder,Hinge,Daily,00.30.00,Casual Fun,4,Lack of Genuine Matches,Audio Calls,Voice Notes,Personality , Interests , Values
353,18,Female,Kolkata,Postgraduate,Student,Tinder,Bumble,Daily,02.00.00,Casual Fun,1,Time-Wasting,Location-Based Matching,Voice Notes,Values , Personality , Appearance
354,25,Others,Bangalore,Postgraduate,Student,NA,None,Monthly,00.30.00,Casual Dating,3,Safety Concerns,AI Recommendations,Text,Values , Personality , Appearance
355,24,Others,Bangalore,Postgraduate,Intern,NA,Hinge,Daily,1.00.00,Social Interaction,1,None,AI Recommendations,Text,Appearance , Interests , Personality
356,21,Others,Hyderabad,Graduate,Student,NA,Hinge,Daily,03.00.00,Social Interaction,1,Time-Wasting,Detailed Profiles,Voice Notes,Appearance , Interests , Personality
357,23,Others,Mumbai,Undergraduate,Full-time Job,Bumble,Tinder,Daily,1.00.00,Casual Fun,2,Lack of Genuine Matches,Location-Based Matching,Text,Appearance , Interests , Personality
358,25,Female,Kolkata,Undergraduate,Freelancer,Bumble,OkCupid,Daily,03.00.00,Casual Fun,5,Safety Concerns,Audio Calls,Text,Personality , Interests , Values
359,18,Female,Mumbai,Undergraduate,Part-time Job,NA,None,Weekly,00.30.00,Finding a Partner,5,None,AI Recommendations,Text,Appearance , Interests , Personality
360,24,Female,Pune,Postgraduate,Freelancer,Tinder,None,Weekly,02.00.00,Casual Fun,5,Lack of Genuine Matches,Location-Based Matching,Video Calls,Personality , Interests , Values
361,22,Others,Chennai,Undergraduate,Student,NA,Hinge,Weekly,1.00.00,Casual Fun,2,Safety Concerns,Detailed Profiles,Voice Notes,Values , Personality , Appearance
362,22,Male,Kolkata,Postgraduate,Student,Tinder,Tinder,Weekly,00.30.00,Social Interaction,4,Time-Wasting,Audio Calls,Video Calls,Personality , Interests , Values
363,25,Male,Pune,Undergraduate,Full-time Job,NA,None,Daily,02.00.00,Casual Fun,1,Safety Concerns,Audio Calls,Video Calls,Values , Personality , Appearance
364,24,Female,Hyderabad,Graduate,Freelancer,OkCupid,Hinge,Monthly,01.30.00,Social Interaction,2,Lack of Genuine Matches,AI Recommendations,Text,Values , Personality , Appearance
365,23,Others,Chennai,Graduate,Student,NA,None,Daily,02.00.00,Finding a Partner,5,Time-Wasting,Audio Calls,Text,Appearance , Interests , Personality
366,23,Female,Hyderabad,Graduate,Part-time Job,Tinder,None,Weekly,01.30.00,Casual Dating,5,None,Audio Calls,Text,Values , Personality , Appearance
367,18,Female,Mumbai,Undergraduate,Intern,Bumble,Tinder,Daily,01.30.00,Casual Dating,4,None,Video Calls,Video Calls,Personality , Interests , Values
368,23,Others,Delhi,Postgraduate,Freelancer,Hinge,None,Monthly,01.30.00,Finding a Partner,1,Safety Concerns,AI Recommendations,Video Calls,Values , Personality , Appearance
369,19,Male,Bangalore,Graduate,Student,NA,None,Daily,1.00.00,Casual Fun,2,None,Location-Based Matching,Voice Notes,Values , Personality , Appearance
370,24,Female,Bangalore,Graduate,Freelancer,NA,Bumble,Daily,02.00.00,Casual Fun,5,Lack of Genuine Matches,Location-Based Matching,Voice Notes,Values , Personality , Appearance
371,23,Female,Chennai,Undergraduate,Student,NA,Hinge,Daily,1.00.00,Social Interaction,5,None,Video Calls,Text,Appearance , Interests , Personality
372,20,Female,Kolkata,Undergraduate,Full-time Job,Bumble,OkCupid,Weekly,1.00.00,Casual Fun,3,Time-Wasting,Detailed Profiles,Text,Values , Personality , Appearance
373,21,Male,Hyderabad,Postgraduate,Full-time Job,Bumble,None,Monthly,1.00.00,Casual Dating,2,Time-Wasting,AI Recommendations,Voice Notes,Appearance , Interests , Personality
374,20,Female,Chennai,Undergraduate,Student,NA,None,Monthly,02.00.00,Social Interaction,5,Time-Wasting,AI Recommendations,Video Calls,Appearance , Interests , Personality
375,22,Others,Mumbai,Postgraduate,Student,Hinge,None,Weekly,01.30.00,Casual Dating,5,Lack of Genuine Matches,Video Calls,Voice Notes,Appearance , Interests , Personality
376,23,Others,Delhi,Undergraduate,Intern,OkCupid,Hinge,Weekly,01.30.00,Casual Dating,2,Time-Wasting,AI Recommendations,Video Calls,Values , Personality , Appearance
377,21,Male,Bangalore,Graduate,Full-time Job,NA,None,Daily,03.00.00,Casual Dating,2,None,Audio Calls,Video Calls,Appearance , Interests , Personality
378,21,Female,Kolkata,Undergraduate,Full-time Job,OkCupid,None,Weekly,00.30.00,Social Interaction,5,None,Location-Based Matching,Video Calls,Values , Personality , Appearance
379,24,Others,Kolkata,Graduate,Part-time Job,Bumble,Tinder,Daily,01.30.00,Social Interaction,2,Time-Wasting,Video Calls,Text,Personality , Interests , Values
380,24,Others,Pune,Postgraduate,Intern,NA,Bumble,Daily,1.00.00,Finding a Partner,3,Safety Concerns,Video Calls,Voice Notes,Values , Personality , Appearance
381,18,Female,Kolkata,Graduate,Full-time Job,Tinder,OkCupid,Daily,02.00.00,Social Interaction,1,Safety Concerns,Detailed Profiles,Video Calls,Personality , Interests , Values
382,20,Others,Mumbai,Postgraduate,Student,Hinge,Tinder,Monthly,1.00.00,Casual Fun,3,None,Audio Calls,Video Calls,Personality , Interests , Values
383,23,Others,Bangalore,Postgraduate,Intern,OkCupid,None,Weekly,00.30.00,Social Interaction,4,Lack of Genuine Matches,Audio Calls,Text,Appearance , Interests , Personality
384,22,Male,Kolkata,Undergraduate,Student,OkCupid,Hinge,Monthly,01.30.00,Finding a Partner,4,Safety Concerns,Audio Calls,Voice Notes,Personality , Interests , Values
385,19,Female,Chennai,Postgraduate,Intern,Tinder,Hinge,Daily,00.30.00,Casual Fun,5,Time-Wasting,AI Recommendations,Text,Appearance , Interests , Personality
386,18,Male,Hyderabad,Postgraduate,Student,NA,None,Monthly,02.00.00,Casual Fun,3,Time-Wasting,Location-Based Matching,Video Calls,Values , Personality , Appearance
387,25,Others,Kolkata,Postgraduate,Full-time Job,OkCupid,Tinder,Daily,1.00.00,Casual Dating,5,Safety Concerns,Audio Calls,Voice Notes,Values , Personality , Appearance
388,18,Female,Pune,Postgraduate,Intern,NA,OkCupid,Monthly,03.00.00,Social Interaction,5,Lack of Genuine Matches,Video Calls,Voice Notes,Values , Personality , Appearance
389,23,Others,Mumbai,Postgraduate,Student,Tinder,OkCupid,Weekly,03.00.00,Social Interaction,1,Time-Wasting,Audio Calls,Video Calls,Appearance , Interests , Personality
390,22,Male,Hyderabad,Undergraduate,Full-time Job,Bumble,Hinge,Weekly,01.30.00,Finding a Partner,1,None,AI Recommendations,Video Calls,Personality , Interests , Values
391,24,Female,Kolkata,Undergraduate,Student,OkCupid,None,Daily,01.30.00,Casual Fun,3,Time-Wasting,Audio Calls,Voice Notes,Appearance , Interests , Personality
392,21,Female,Bangalore,Postgraduate,Full-time Job,NA,None,Monthly,1.00.00,Casual Dating,3,Lack of Genuine Matches,Video Calls,Text,Values , Personality , Appearance
393,24,Male,Delhi,Undergraduate,Full-time Job,Bumble,Bumble,Daily,01.30.00,Casual Fun,4,Time-Wasting,Audio Calls,Video Calls,Appearance , Interests , Personality
394,24,Male,Kolkata,Postgraduate,Student,OkCupid,Hinge,Monthly,1.00.00,Finding a Partner,1,Safety Concerns,AI Recommendations,Text,Appearance , Interests , Personality
395,20,Others,Mumbai,Undergraduate,Part-time Job,Bumble,Bumble,Monthly,03.00.00,Social Interaction,2,Lack of Genuine Matches,Detailed Profiles,Text,Appearance , Interests , Personality
396,23,Female,Delhi,Undergraduate,Intern,Hinge,None,Daily,02.00.00,Casual Fun,3,Safety Concerns,AI Recommendations,Video Calls,Values , Personality , Appearance
397,24,Male,Mumbai,Graduate,Student,NA,OkCupid,Daily,02.00.00,Finding a Partner,3,None,AI Recommendations,Text,Appearance , Interests , Personality
398,25,Female,Delhi,Graduate,Intern,Bumble,None,Daily,01.30.00,Casual Dating,4,None,Location-Based Matching,Voice Notes,Values , Personality , Appearance
399,21,Others,Mumbai,Undergraduate,Freelancer,OkCupid,OkCupid,Weekly,02.00.00,Casual Dating,3,Safety Concerns,Location-Based Matching,Video Calls,Personality , Interests , Values
400,24,Others,Chennai,Graduate,Student,Hinge,OkCupid,Monthly,1.00.00,Casual Dating,1,Time-Wasting,Video Calls,Voice Notes,Values , Personality , Appearance
401,25,Female,Delhi,Undergraduate,Full-time Job,Hinge,None,Daily,1.00.00,Casual Dating,2,Time-Wasting,Video Calls,Video Calls,Values , Personality , Appearance
402,20,Female,Kolkata,Graduate,Freelancer,Hinge,Hinge,Daily,03.00.00,Casual Dating,3,Time-Wasting,Audio Calls,Text,Personality , Interests , Values
403,21,Others,Pune,Graduate,Intern,OkCupid,OkCupid,Weekly,02.00.00,Casual Fun,2,None,Audio Calls,Video Calls,Appearance , Interests , Personality
404,20,Male,Mumbai,Graduate,Part-time Job,OkCupid,Hinge,Daily,1.00.00,Casual Dating,1,Safety Concerns,Location-Based Matching,Text,Values , Personality , Appearance
405,22,Others,Kolkata,Undergraduate,Full-time Job,Hinge,Tinder,Monthly,03.00.00,Casual Dating,1,None,Location-Based Matching,Voice Notes,Appearance , Interests , Personality
406,25,Female,Mumbai,Graduate,Intern,OkCupid,None,Weekly,01.30.00,Social Interaction,2,Safety Concerns,Detailed Profiles,Text,Values , Personality , Appearance
407,24,Male,Bangalore,Postgraduate,Student,Hinge,OkCupid,Daily,03.00.00,Casual Dating,2,Safety Concerns,Detailed Profiles,Voice Notes,Personality , Interests , Values
408,19,Others,Kolkata,Graduate,Freelancer,Hinge,Hinge,Daily,01.30.00,Casual Dating,5,Lack of Genuine Matches,Detailed Profiles,Voice Notes,Appearance , Interests , Personality
409,20,Female,Pune,Undergraduate,Student,NA,Bumble,Monthly,1.00.00,Finding a Partner,3,None,Location-Based Matching,Video Calls,Appearance , Interests , Personality
410,19,Female,Bangalore,Undergraduate,Freelancer,NA,Hinge,Monthly,01.30.00,Casual Dating,2,Safety Concerns,Video Calls,Video Calls,Values , Personality , Appearance
411,24,Others,Pune,Graduate,Intern,Hinge,Hinge,Weekly,00.30.00,Casual Dating,1,None,Detailed Profiles,Video Calls,Appearance , Interests , Personality
412,18,Female,Delhi,Undergraduate,Full-time Job,OkCupid,Tinder,Monthly,00.30.00,Social Interaction,1,Safety Concerns,Location-Based Matching,Voice Notes,Appearance , Interests , Personality
413,21,Others,Kolkata,Undergraduate,Full-time Job,NA,OkCupid,Monthly,1.00.00,Casual Fun,1,Lack of Genuine Matches,Video Calls,Text,Personality , Interests , Values
414,21,Male,Chennai,Undergraduate,Freelancer,NA,Hinge,Daily,03.00.00,Finding a Partner,2,None,Audio Calls,Text,Values , Personality , Appearance
415,23,Male,Chennai,Postgraduate,Student,NA,Tinder,Daily,02.00.00,Finding a Partner,3,Lack of Genuine Matches,Detailed Profiles,Text,Personality , Interests , Values
416,25,Female,Pune,Graduate,Part-time Job,NA,Tinder,Monthly,00.30.00,Casual Dating,2,Time-Wasting,AI Recommendations,Video Calls,Values , Personality , Appearance
417,21,Others,Bangalore,Postgraduate,Intern,Hinge,OkCupid,Monthly,03.00.00,Finding a Partner,4,Lack of Genuine Matches,Audio Calls,Text,Appearance , Interests , Personality
418,24,Male,Hyderabad,Undergraduate,Part-time Job,Tinder,None,Daily,01.30.00,Casual Dating,5,Lack of Genuine Matches,Detailed Profiles,Text,Appearance , Interests , Personality
419,19,Female,Chennai,Graduate,Student,Bumble,Hinge,Monthly,00.30.00,Finding a Partner,4,Lack of Genuine Matches,AI Recommendations,Text,Appearance , Interests , Personality
420,21,Others,Mumbai,Graduate,Student,Hinge,Tinder,Weekly,03.00.00,Finding a Partner,1,Safety Concerns,Video Calls,Text,Appearance , Interests , Personality
421,21,Male,Kolkata,Undergraduate,Freelancer,NA,Bumble,Monthly,00.30.00,Casual Fun,5,Time-Wasting,Audio Calls,Video Calls,Values , Personality , Appearance
422,24,Male,Kolkata,Undergraduate,Full-time Job,Tinder,None,Daily,00.30.00,Finding a Partner,1,Lack of Genuine Matches,Detailed Profiles,Voice Notes,Values , Personality , Appearance
423,22,Male,Bangalore,Graduate,Full-time Job,OkCupid,Hinge,Daily,01.30.00,Finding a Partner,1,Safety Concerns,Audio Calls,Video Calls,Values , Personality , Appearance
424,21,Others,Mumbai,Postgraduate,Student,NA,None,Weekly,00.30.00,Casual Fun,4,None,Audio Calls,Video Calls,Values , Personality , Appearance
425,23,Male,Mumbai,Undergraduate,Freelancer,NA,None,Daily,1.00.00,Casual Fun,3,Safety Concerns,Location-Based Matching,Voice Notes,Personality , Interests , Values
426,25,Male,Bangalore,Undergraduate,Student,Tinder,OkCupid,Daily,01.30.00,Casual Dating,1,Lack of Genuine Matches,Audio Calls,Voice Notes,Values , Personality , Appearance
427,22,Others,Hyderabad,Undergraduate,Part-time Job,NA,Bumble,Weekly,02.00.00,Social Interaction,5,Time-Wasting,Video Calls,Text,Personality , Interests , Values
428,25,Female,Delhi,Postgraduate,Freelancer,NA,Hinge,Monthly,1.00.00,Social Interaction,3,Safety Concerns,AI Recommendations,Video Calls,Values , Personality , Appearance
429,19,Male,Bangalore,Postgraduate,Freelancer,NA,Bumble,Weekly,03.00.00,Casual Fun,5,Lack of Genuine Matches,Video Calls,Text,Personality , Interests , Values
430,24,Male,Chennai,Postgraduate,Student,Bumble,Tinder,Daily,01.30.00,Casual Fun,4,None,Video Calls,Text,Personality , Interests , Values
431,24,Others,Hyderabad,Graduate,Student,Tinder,Tinder,Weekly,02.00.00,Casual Dating,2,Lack of Genuine Matches,Video Calls,Text,Values , Personality , Appearance
432,21,Male,Delhi,Postgraduate,Freelancer,NA,None,Weekly,03.00.00,Finding a Partner,1,None,Detailed Profiles,Voice Notes,Values , Personality , Appearance
433,22,Others,Chennai,Undergraduate,Part-time Job,Hinge,OkCupid,Monthly,02.00.00,Casual Fun,1,None,Location-Based Matching,Text,Personality , Interests , Values
434,24,Female,Delhi,Graduate,Full-time Job,NA,Hinge,Weekly,01.30.00,Casual Dating,2,Time-Wasting,Detailed Profiles,Video Calls,Values , Personality , Appearance
435,20,Male,Bangalore,Postgraduate,Student,NA,Hinge,Daily,02.00.00,Casual Fun,5,None,AI Recommendations,Video Calls,Personality , Interests , Values
436,19,Others,Kolkata,Postgraduate,Freelancer,OkCupid,Tinder,Monthly,1.00.00,Casual Dating,4,None,Detailed Profiles,Video Calls,Values , Personality , Appearance
437,18,Others,Mumbai,Undergraduate,Freelancer,Hinge,Tinder,Daily,03.00.00,Casual Dating,5,Safety Concerns,Video Calls,Video Calls,Values , Personality , Appearance
438,22,Female,Pune,Postgraduate,Student,Bumble,OkCupid,Daily,1.00.00,Social Interaction,3,Lack of Genuine Matches,Location-Based Matching,Text,Personality , Interests , Values
439,23,Others,Kolkata,Graduate,Student,OkCupid,Bumble,Weekly,00.30.00,Finding a Partner,4,None,AI Recommendations,Voice Notes,Values , Personality , Appearance
440,19,Female,Hyderabad,Graduate,Freelancer,NA,Tinder,Monthly,01.30.00,Casual Dating,4,Lack of Genuine Matches,Video Calls,Text,Values , Personality , Appearance
441,22,Male,Bangalore,Postgraduate,Intern,OkCupid,OkCupid,Daily,02.00.00,Casual Dating,4,Safety Concerns,Detailed Profiles,Text,Appearance , Interests , Personality
442,22,Male,Delhi,Graduate,Part-time Job,Bumble,OkCupid,Daily,00.30.00,Casual Dating,1,Time-Wasting,Audio Calls,Video Calls,Values , Personality , Appearance
443,23,Female,Chennai,Postgraduate,Part-time Job,Hinge,Bumble,Weekly,02.00.00,Finding a Partner,3,None,Video Calls,Video Calls,Appearance , Interests , Personality
444,19,Others,Kolkata,Postgraduate,Freelancer,Bumble,None,Daily,1.00.00,Casual Fun,5,Lack of Genuine Matches,Audio Calls,Voice Notes,Personality , Interests , Values
445,24,Others,Bangalore,Postgraduate,Intern,Tinder,Bumble,Weekly,01.30.00,Casual Fun,1,Safety Concerns,AI Recommendations,Text,Appearance , Interests , Personality
446,21,Others,Kolkata,Postgraduate,Full-time Job,NA,Tinder,Weekly,03.00.00,Casual Dating,4,Lack of Genuine Matches,AI Recommendations,Video Calls,Personality , Interests , Values
447,18,Female,Chennai,Undergraduate,Full-time Job,Bumble,Tinder,Weekly,03.00.00,Social Interaction,2,Lack of Genuine Matches,Video Calls,Text,Personality , Interests , Values
448,22,Male,Delhi,Undergraduate,Full-time Job,OkCupid,None,Monthly,00.30.00,Casual Fun,2,Safety Concerns,Detailed Profiles,Voice Notes,Appearance , Interests , Personality
449,22,Male,Hyderabad,Undergraduate,Intern,Bumble,Hinge,Weekly,02.00.00,Casual Fun,1,Lack of Genuine Matches,Location-Based Matching,Video Calls,Values , Personality , Appearance
450,19,Others,Hyderabad,Postgraduate,Part-time Job,Bumble,OkCupid,Daily,02.00.00,Casual Fun,5,None,Detailed Profiles,Voice Notes,Appearance , Interests , Personality
451,25,Female,Mumbai,Undergraduate,Student,OkCupid,Bumble,Weekly,1.00.00,Finding a Partner,2,None,Audio Calls,Text,Values , Personality , Appearance
452,24,Male,Hyderabad,Postgraduate,Intern,Tinder,None,Monthly,01.30.00,Finding a Partner,1,Time-Wasting,AI Recommendations,Text,Personality , Interests , Values
453,21,Female,Hyderabad,Graduate,Freelancer,NA,Tinder,Weekly,00.30.00,Finding a Partner,5,Safety Concerns,Location-Based Matching,Voice Notes,Appearance , Interests , Personality
454,24,Others,Chennai,Graduate,Part-time Job,OkCupid,Tinder,Weekly,02.00.00,Finding a Partner,4,Time-Wasting,Video Calls,Text,Appearance , Interests , Personality
455,18,Male,Kolkata,Postgraduate,Part-time Job,Hinge,OkCupid,Weekly,03.00.00,Casual Dating,2,Lack of Genuine Matches,Video Calls,Voice Notes,Appearance , Interests , Personality
456,19,Others,Chennai,Graduate,Student,Bumble,None,Monthly,1.00.00,Casual Dating,3,Lack of Genuine Matches,Video Calls,Video Calls,Appearance , Interests , Personality
457,25,Others,Chennai,Graduate,Full-time Job,Hinge,OkCupid,Monthly,01.30.00,Casual Dating,5,Lack of Genuine Matches,Detailed Profiles,Text,Values , Personality , Appearance
458,24,Female,Pune,Graduate,Part-time Job,Hinge,OkCupid,Weekly,03.00.00,Casual Dating,2,None,Location-Based Matching,Voice Notes,Personality , Interests , Values
459,23,Female,Kolkata,Postgraduate,Student,NA,Bumble,Weekly,03.00.00,Casual Dating,2,None,Audio Calls,Video Calls,Personality , Interests , Values
460,21,Female,Chennai,Postgraduate,Part-time Job,Bumble,Tinder,Daily,02.00.00,Social Interaction,1,Lack of Genuine Matches,Detailed Profiles,Video Calls,Personality , Interests , Values
461,21,Male,Chennai,Postgraduate,Intern,Hinge,OkCupid,Weekly,00.30.00,Finding a Partner,1,Safety Concerns,AI Recommendations,Text,Appearance , Interests , Personality
462,21,Female,Pune,Graduate,Freelancer,Bumble,OkCupid,Daily,01.30.00,Social Interaction,4,Lack of Genuine Matches,Location-Based Matching,Video Calls,Personality , Interests , Values
463,25,Male,Hyderabad,Postgraduate,Intern,Bumble,Tinder,Monthly,03.00.00,Casual Dating,1,Lack of Genuine Matches,Detailed Profiles,Voice Notes,Values , Personality , Appearance
464,21,Female,Kolkata,Postgraduate,Intern,Bumble,Bumble,Weekly,1.00.00,Social Interaction,3,None,Video Calls,Voice Notes,Appearance , Interests , Personality
465,23,Male,Delhi,Graduate,Intern,OkCupid,Hinge,Daily,01.30.00,Social Interaction,3,None,Detailed Profiles,Voice Notes,Appearance , Interests , Personality
466,25,Male,Delhi,Postgraduate,Intern,Hinge,None,Daily,1.00.00,Casual Fun,4,Lack of Genuine Matches,Location-Based Matching,Voice Notes,Values , Personality , Appearance
467,21,Others,Kolkata,Graduate,Freelancer,Hinge,None,Monthly,1.00.00,Finding a Partner,2,Lack of Genuine Matches,Location-Based Matching,Video Calls,Values , Personality , Appearance
468,24,Others,Delhi,Undergraduate,Intern,Bumble,Hinge,Monthly,01.30.00,Finding a Partner,1,Lack of Genuine Matches,AI Recommendations,Voice Notes,Values , Personality , Appearance
469,23,Male,Hyderabad,Graduate,Full-time Job,Tinder,Bumble,Weekly,03.00.00,Casual Dating,3,Time-Wasting,Detailed Profiles,Video Calls,Values , Personality , Appearance
470,19,Female,Chennai,Postgraduate,Full-time Job,Bumble,OkCupid,Monthly,00.30.00,Casual Dating,5,Safety Concerns,AI Recommendations,Video Calls,Personality , Interests , Values
471,21,Female,Mumbai,Postgraduate,Student,NA,OkCupid,Weekly,1.00.00,Social Interaction,2,Lack of Genuine Matches,Location-Based Matching,Text,Values , Personality , Appearance
472,19,Male,Delhi,Postgraduate,Student,OkCupid,None,Daily,00.30.00,Social Interaction,4,Safety Concerns,AI Recommendations,Text,Personality , Interests , Values
473,19,Others,Chennai,Graduate,Student,OkCupid,Bumble,Weekly,03.00.00,Casual Dating,5,Lack of Genuine Matches,Video Calls,Text,Appearance , Interests , Personality
474,25,Others,Hyderabad,Undergraduate,Part-time Job,OkCupid,Hinge,Weekly,03.00.00,Finding a Partner,2,Time-Wasting,AI Recommendations,Voice Notes,Values , Personality , Appearance
475,23,Male,Kolkata,Postgraduate,Full-time Job,OkCupid,Tinder,Daily,01.30.00,Finding a Partner,2,Safety Concerns,Detailed Profiles,Video Calls,Values , Personality , Appearance
476,18,Female,Pune,Postgraduate,Intern,Hinge,Hinge,Daily,00.30.00,Social Interaction,1,Time-Wasting,Detailed Profiles,Voice Notes,Values , Personality , Appearance
477,21,Male,Mumbai,Graduate,Part-time Job,Tinder,Tinder,Daily,01.30.00,Casual Fun,4,Time-Wasting,Audio Calls,Voice Notes,Personality , Interests , Values
478,25,Male,Bangalore,Undergraduate,Full-time Job,OkCupid,Hinge,Daily,00.30.00,Finding a Partner,1,None,Detailed Profiles,Video Calls,Values , Personality , Appearance
479,20,Female,Delhi,Undergraduate,Full-time Job,OkCupid,None,Weekly,01.30.00,Casual Fun,5,Safety Concerns,Detailed Profiles,Voice Notes,Values , Personality , Appearance
